REF_DATE,GEO,Gender,Type of corporation,Industry,VALUE
2016,"Canada, total",Women,Private enterprises,Total all industries,1064.0
2016,"Canada, total",Women,Private enterprises,Total all industries,3109.0
2016,"Canada, total",Women,Private enterprises,Total all industries,643.0
2016,"Canada, total",Women,Private enterprises,Total all industries,820.0
2016,"Canada, total",Women,Private enterprises,Total all industries,205.0
2016,"Canada, total",Women,Private enterprises,Total all industries,615.0
2016,"Canada, total",Women,Private enterprises,Total all industries,484.0
2016,"Canada, total",Women,Private enterprises,Total all industries,836.0
2016,"Canada, total",Women,Private enterprises,Total all industries,218.0
2016,"Canada, total",Women,Private enterprises,Total all industries,618.0
2016,"Canada, total",Women,Private enterprises,Total all industries,587.0
2016,"Canada, total",Women,Private enterprises,Total all industries,829.0
2016,"Canada, total",Women,Private enterprises,Total all industries,195.0
2016,"Canada, total",Women,Private enterprises,Total all industries,634.0
2016,"Canada, total",Women,Private enterprises,Total all industries,825.0
2016,"Canada, total",Women,Private enterprises,Total all industries,1688.0
2016,"Canada, total",Women,Private enterprises,Total all industries,446.0
2016,"Canada, total",Women,Private enterprises,Total all industries,1242.0
2016,"Canada, total",Women,Private enterprises,Total all industries,308.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,55.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,3.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,4.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,10.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,36.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Women,Unclassified enterprises,Total all industries,2.0
2016,"Canada, total",Men,Government business entities,Total all industries,86.0
2016,"Canada, total",Men,Government business entities,Total all industries,29.0
2016,"Canada, total",Men,Government business entities,Total all industries,16.0
2016,"Canada, total",Men,Government business entities,Total all industries,13.0
2016,"Canada, total",Men,Government business entities,Total all industries,4.0
2016,"Canada, total",Men,Government business entities,Total all industries,14.0
2016,"Canada, total",Men,Government business entities,Total all industries,9.0
2016,"Canada, total",Men,Government business entities,Total all industries,5.0
2016,"Canada, total",Men,Government business entities,Total all industries,17.0
2016,"Canada, total",Men,Government business entities,Total all industries,4.0
2016,"Canada, total",Men,Government business entities,Total all industries,1.0
2016,"Canada, total",Men,Government business entities,Total all industries,3.0
2016,"Canada, total",Men,Government business entities,Total all industries,19.0
2016,"Canada, total",Men,Government business entities,Total all industries,6.0
2016,"Canada, total",Men,Government business entities,Total all industries,2.0
2016,"Canada, total",Men,Government business entities,Total all industries,4.0
2016,"Canada, total",Men,Government business entities,Total all industries,13.0
2016,"Canada, total",Men,Government business entities,Total all industries,5.0
2016,"Canada, total",Men,Government business entities,Total all industries,4.0
2016,"Canada, total",Men,Government business entities,Total all industries,1.0
2016,"Canada, total",Men,Government business entities,Total all industries,33.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,2005.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,209.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,98.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,111.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,39.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,17.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,4.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,13.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,24.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,45.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,18.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,27.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,134.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,61.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,31.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,30.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,1749.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,86.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,45.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,41.0
2016,"Canada, total",Men,Publicly traded corporations,Total all industries,59.0
2016,"Canada, total",Men,Private enterprises,Total all industries,11805.0
2016,"Canada, total",Men,Private enterprises,Total all industries,9876.0
2016,"Canada, total",Men,Private enterprises,Total all industries,4565.0
2016,"Canada, total",Men,Private enterprises,Total all industries,5311.0
2016,"Canada, total",Men,Private enterprises,Total all industries,2685.0
2016,"Canada, total",Men,Private enterprises,Total all industries,1867.0
2016,"Canada, total",Men,Private enterprises,Total all industries,889.0
2016,"Canada, total",Men,Private enterprises,Total all industries,978.0
2016,"Canada, total",Men,Private enterprises,Total all industries,2089.0
2016,"Canada, total",Men,Private enterprises,Total all industries,1831.0
2016,"Canada, total",Men,Private enterprises,Total all industries,852.0
2016,"Canada, total",Men,Private enterprises,Total all industries,979.0
2016,"Canada, total",Men,Private enterprises,Total all industries,2451.0
2016,"Canada, total",Men,Private enterprises,Total all industries,1911.0
2016,"Canada, total",Men,Private enterprises,Total all industries,853.0
2016,"Canada, total",Men,Private enterprises,Total all industries,1058.0
2016,"Canada, total",Men,Private enterprises,Total all industries,3489.0
2016,"Canada, total",Men,Private enterprises,Total all industries,4267.0
2016,"Canada, total",Men,Private enterprises,Total all industries,1971.0
2016,"Canada, total",Men,Private enterprises,Total all industries,2296.0
2016,"Canada, total",Men,Private enterprises,Total all industries,1091.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,148.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,12.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,5.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,30.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,94.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,0.0
2016,"Canada, total",Men,Unclassified enterprises,Total all industries,7.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,2.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Government business entities,Total all industries,2.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,7.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,1.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,1.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,7.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,1.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,1.0
2016,Newfoundland and Labrador,Women,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,11.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,11.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,2.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,9.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,5.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,4.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,4.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,3.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,3.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,2.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,1.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,1.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,5.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,1.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,4.0
2016,Newfoundland and Labrador,Women,Private enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Women,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,3.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Government business entities,Total all industries,3.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,15.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,5.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,1.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,4.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,15.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,5.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,1.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,4.0
2016,Newfoundland and Labrador,Men,Publicly traded corporations,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,75.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,41.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,19.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,22.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,19.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,5.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,5.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,4.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,4.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,4.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,13.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,9.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,4.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,5.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,19.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,23.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,15.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,8.0
2016,Newfoundland and Labrador,Men,Private enterprises,Total all industries,20.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Newfoundland and Labrador,Men,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Government business entities,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Publicly traded corporations,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,3.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,3.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,3.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,1.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,1.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,2.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,2.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,3.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Private enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
2016,Prince Edward Island,Women,Unclassified enterprises,Total all industries,0.0
